id,lang,name,summary,introduction,open_time,district,address,tel,fax,lat,long,services,category,consume,update_time
1063,zh-tw,明新食品-安南店,"""明新食品初創於民國51年，在成功大學及台南一中學區附近成立明新食品行（現長榮路、東寧路口），係屬一販售民生用品之雜貨店，負責人許俊雄先生（現任董事長）鑒於西點麵包將改變國人飲食習慣，以極具前瞻性的眼光前往台北南港烘焙學校 （現中華穀類研究所）學習烘焙相關知識及技術，將雜貨店逐漸轉型為西點麵包專賣店，伴隨台南市東區之發展於民國78年正式改組成立「明新食品企業股份有限公司」。 
自民國79年於東寧路底及小東路成立第二、三家分店起，迄今共有十家門市，四十年來在南部地區已是頗具知名度之糕餅公司。主力產品為麵包、蛋糕、中西式囍餅及府城名產禮盒等糕餅。 """,明新食品初創於民國51年， 在成功大學及台南一中學區附近成立明新食品行（現長榮路、東寧路口）， 係屬一販售民生用品之雜貨店，負責人許俊雄先生（現任董事長） 鑒於西點麵包將改變國人飲食習慣，以極具前瞻性的眼光前往台北南港烘焙學校 （現中華穀類研究所）學習烘焙相關知識及技術， 將雜貨店逐漸轉型為西點麵包專賣店，伴隨台南市東區之發展於民國78年正式改組成 立「明新食品企業股份有限公司」。 自民國79年於東寧路底及小東路成立第二、三家分店起， 迄今共有十家門市，四十年來在南部地區已是頗具知名度之糕餅公司。 主力產品為麵包、蛋糕、中西式囍餅及府城名產禮盒等糕餅。,週一~週日09:30–21:30,安南區,709 臺南市安南區海佃路一段52號,+886-6-2803775,,23.02121,120.19238,,甜點糕餅、飲料冰品,美食,2021-03-04 12:02:28
1064,zh-tw,大鋤花間,「大鋤花間」堪稱是咖啡公路（175公路）文化咖啡的源頭。郭雅聰，一個曾經與文學為伍的人，20年前，由於心底對記憶鄉土的感受，於是離開了原來的出版工作，返回山區墾荒。因為尊重生態，他不破壞山林，以有機的方式，讓咖啡樹與林木共生。因為感受暖暖的人情，即使二度遷移，他也用心經營一個想像中，屬於人性的空間。,走在東山區高原里段的175線市道上，沿途冒出了不少「咖啡別館」。這些「咖啡別館」，以深沈的人文精神，豐富了原是荒涼的的山路。於是，在2006年初冬，博取了另一個名字&mdash;咖啡公路。 　　咖啡公路本身不僅是一個空間意識的感覺，更是一個文化的識別。175公路，披上了一個鮮明的LOGO。當這些人文的、文化的要素匯聚一起，就直覺這條175公路，本身就是一件賞心悅目的事。但是，該怎麼定義這些「咖啡別館」？要稱為「Coffee Shop」嗎？ 　　顯然，「Coffee Shop」是一個西方的文化意涵，在175這裡，不存在巴黎那種冷豔高傲的時尚感，只是媒體操弄白人優越和過度真實(hyperreality)的陷阱。175多了一份臺灣鄉土的自在，沿路的咖啡，已不是殖民意念下的咖啡，這裡的咖啡已經藉由臺灣人的涵養與悠閒，活出了自己生命裡的自信，或者嚴肅點說，這裡的咖啡，已不僅僅是東山鄉的咖啡，更是文化臺灣的咖啡。 　　「大鋤花間」堪稱是這種文化咖啡的源頭。 　　郭雅聰，一個曾經與文學為伍的人，20年前，由於心底對記憶鄉土的感受，於是離開了原來的出版工作，返回山區墾荒。因為喜歡宋人宴殊的「花間集」，於是拿起鋤頭，耕耘了這一片「大鋤花間」。因為尊重生態，他不破壞山林，以有機的方式，讓咖啡樹與林木共生。因為感受暖暖的人情，即使二度遷移，他也用心經營一個想像中，屬於人性的空間。 　　在「大鋤花間」，透過熱忱在人性間的流動，你會發現：有時創意只是傾聽一下自己內心的聲音而已，而空間設計只是更尊重一下自然，更體會一份和諧。 　　「大鋤花間」販賣的不僅僅是咖啡，更販賣著一種人文與感動。,週一~週五10:00~18:00週六、日10:00~21:00，週二休息,東山區,733 臺南市東山區高原里109-17號,+886-6-6864350,,23.28408,120.50138,,咖啡茶鋪、飲料冰品,美食,2022-02-02 12:03:46
1065,zh-tw,善化糖廠門市部,擁有冰品門市部的善化糖廠，向來半年製糖半年賣冰，推出產品有紅豆牛乳、葡萄、綠豆、蛋黃、芋頭、核仁等等數種口味，消暑解渴，為夏季的絕佳聖品。善化糖廠門市部前景觀佔有絕佳優勢，不但提供停車位，旁邊又有親水公園、百年大樟樹、台糖小火車供觀賞。園內有許多棵芒果樹，每當夏至來臨時，樹上結滿芒果，吸引許多假日遊客休憩。,舊名台灣製糖株式會社灣裡製糖所的善化糖廠創建於明治38年（1905），是台南市目前唯一仍維持製糖業務的糖廠，只是原料甘蔗全面採用公路運輸後，廠區聯外道路都已拆除，懷舊的人只能於田野間找尋若干荒廢的鐵軌緬懷一番，當然也不會忘記吮著糖廠冰棒的甜美童年印記。 　　 以前到糖廠吃冰，必須先購票再領冰，冰票有茶色、紅色、綠色、黃色、咖啡色&hellip;&hellip;等等顏色，一種顏色代表一種口味的冰棒，一枝冰棒使用一張冰票，賣冰棒的員工只要瞄一下什麼顏色，就能迅速無誤地拿出冰棒來。 冰工廠班長吳金鳳表示，以前都是手工煮料、填料、插竹棒、拔冰棒；由於不會快結冰，生產速度慢，但生意好，所以常加班到深夜。搬到現址後，已改為機械化，但仍維持人工煮料，目前冰工廠有7位冰品製作人員，大家分工合作，每天工作8小時，仍忙個不停。 人事課的翁薌茴表示，善化糖廠以消費者的心態來經營冰品，冰不做很Q，因為不想放乳化劑等化學品，也不用粉；上一陣子國際玉米漲價，製作成本增加，但仍堅持不加太白粉，不減玉米粉的量；冰棒製筒仍使用長久以來的大筒，不減少冰棒的份量。真材實料，用心經營，因此客源固定，家長也很放心讓小孩子來吃冰。 由於善化糖廠的冰品有口皆碑，許多公司行號、機關團體，如南科台積電、關仔嶺風景區、台糖各加油站、江南渡假村、總爺藝文中心、蕭?文化園區&hellip;&hellip;等均前來委託製作；同時也是各大媒體爭相報導的對象。 紅豆牛奶冰是善化糖廠的招牌冰。來自屏東的紅豆，又大又香又好吃。古早味的雪淇冰、紅豆與牛奶製成的紅豆牛奶冰，在星期假日一直供不應求，其受顧客之肯定可見一斑。紅茶是糖廠冰品中老字輩的飲料，自來受顧客的垂青盛況不減。冰淇淋類中較特殊的是木瓜冰淇淋、椰油冰淇淋與藍姆葡萄冰淇淋，其中為因應家庭購買，木瓜冰淇淋還特別推出家庭號的大盒裝，每盒80元，真是賺到了。 　　冬天是冰的淡季，卻是糖廠製糖的忙碌季節，員工都投入製糖的行列，因為冬天糖廠製糖時段是不賣冰的，但冬天仍有固定的吃冰群眾，為不讓想吃冰的群眾失望，從2005年起，冬天亦排有工作人員兼製冰，所以全年都可以吃到善化糖廠可口美味的冰品。 　　花木扶疏，環境優美的善化糖廠，門市都有個寬廣、幽雅的吃冰空間，有樓台水榭的庭園之美，尤其親水休憩公園更適合全家一起出遊。在善化糖廠吃冰，真是一件賞心悅目的事啊！,週一~週日09:00–17:00,善化區,741 臺南市善化區溪美里262號,+886-6-5810218,,23.15419,120.28889,,飲料冰品,美食,2022-08-24 12:00:53
1066,zh-tw,不老莊藥膳香腸,藥膳香腸調理上加養生藥材，以溫體豬肉現做，讓藥食同源呈現健康概念，更能讓肉質更Q嫩鮮美，具有古早味，吃起來有特殊口感。藥膳香腸吃起來有古早味香氣，咀嚼大塊肉口感，爽口不油膩！,"1989年不老莊萌芽於南門路&rdquo;全台首學&rdquo;孔子廟對面，府中老街商圈入口處。以46種養生中藥香草加58度金門高梁酒，取現宰之鮮活前後腿溫體豬肉，角切大塊肉，不加防腐劑也不加色素、粉料，純是成豬的原塊肉（在45分鐘之內完成調味，溫體肉較易吸收）調製而成，以凸顯出藥膳香腸與眾不同的醇厚特殊口感，香味、鮮味十足，清爽不油膩，油脂不易屯積腹內，宜消化的特點，怕肥胖及上了年紀的人，均可安心食用。而它紮實的口感，讓它蟬聯了三屆（二○○七至二○○九年）府城十大伴手禮。

因店內大部份產品均以中藥香草為主要素材，且以健康為理念，所以取名為「不老莊」，希望讓人吃了身體健康，不會老。



&nbsp;",週一~週日08:30~21:00,中西區,700 臺南市中西區南門路53號,+886-6-2262288,,22.98996,120.20482,,伴手好禮,美食,2022-02-02 12:02:03
1067,zh-tw,周氏蝦捲台南總店,"周氏蝦捲特選豬腹膜作為包裹蝦捲的外皮，經高溫油炸後，原先分布在腹膜上的油脂溶化，滲入內餡，使得周氏蝦捲嚐起來格外鮮嫩多汁，香味四溢。 
另外，本店特製的裹粉，則是周家研製多年的祖傳配方，油炸後皮薄酥脆，即使放至一段時間，也不易變軟或變硬，完美保留蝦捲的美味口感。

小數：	經度:120.174572	緯度:22.998126
分數：	經度:120 °10'28""	緯度:22 °59'53""","本身為外燴「總舖師」的周氏蝦捲創辦人周進根，原本只是利用沒有外燴工作的閒暇時間在安平賣小吃，沒想到所有項目裡蝦捲賣得特別好，便開始專心經營蝦捲這門生意，後來賣出了名堂，也經營出品牌，現在遊客來安平都得先嚐嚐這味才回家去，可說是安平的小吃奇蹟。

周氏蝦捲特選豬腹膜作為包裹蝦捲的外皮，經高溫油炸後，原先分布在腹膜上的油脂溶化，滲入內餡，使得周氏蝦捲嚐起來格外鮮嫩多汁，香味四溢。&nbsp;
另外，本店特製的裹粉，則是周家研製多年的祖傳配方，油炸後皮薄酥脆，即使放至一段時間，也不易變軟或變硬，完美保留蝦捲的美味口感。",週一~週日10:00~22:00,安平區,708 臺南市安平區安平路408-1號,+886-6-2801304,,22.99819,120.17461,,,,2022-02-02 12:03:08
1068,zh-tw,阿三意麵,鹽水意麵細扁的口感，撲鼻的蛋香，淋上精心魯製的肉燥醬料，讓人讚不絕口。以新鮮豬肉魚漿攪拌的內餡，裹以麵粉雞蛋油炸的肉燕酥亦昰特色。來趟鹽水記得品嚐這道地小吃。,開業於1951年，已有61年歷史的阿三意麵算是老字號，據第二代老闆陳永彬說，民國40年時，父親陳阿杉向一位福州師傅林依貴學做意麵、並開始在市場販售；民國60年父親去世，為紀念父親，將麵店取名為「阿三意麵」。 民國79年，中正路拓寬夜市場被拆除，於是將麵攤遷至中山路與康樂路交叉路口的點心城，由妻子繼續經營，陳永彬則負責意麵的生產工作，不僅自「做」自「售」，鹽水區其他多達10幾家的意麵攤原料也是出自阿三意麵，是鹽水地區號稱唯一自產自銷的意麵店。 由於阿三意麵的麵條自產自銷，為維持口碑與信用，老闆陳永彬在用料上絕不吝惜，鴨蛋別人放2粒、他放5顆，揉麵人家揉2次、他可以揉上7-8回！扎實的作料，淋上精心燉熬、獨門秘方的肉燥醬汁，不僅香Q彈牙、鹹淡適中、份量也剛剛好，佐以瘦肉片、蒜汁、醬油和豆芽菜，臺灣古早意麵，就是這個味！久而久之口耳相傳、名氣越來越旺，在滿是意麵攤的鹽水中勝出，不少鹽水人都是從小吃到大，連國外慕名而來賞蜂炮的遊客，也經常指名「阿三意麵」！,週一~週五07:00–17:30 週六~週日07:00–18:30,鹽水區,737 臺南市鹽水區康樂路56號,+886-6-6526750,,23.31949,120.2687,,麵食醬料、中式美食,美食,2022-02-02 12:02:01
1069,zh-tw,泰香餅舖水果餅,新化老街上也有幾間老字號商店，其中最出名的就是泰香餅舖(中正路431號)，以糯米粉為外皮，內包甘藷、桔子汁、麥芽糖製成的水果餅，以及塗抹黑糖、麥芽糖的月子餅是店中的兩大招牌，皮薄餅脆，內餡甜度適中，口味很好，是其他地方沒看過的獨賣商品，不妨嚐嚐。*巴洛克建築60年*第二代經營，至今60幾年（第一代由叔叔經營）*水果餅又稱鎮餅：早期稱（水餅）*水餅的由來：新化區市民只要有生兒子的，都會在隔年1/20，2/15，2/22，4/15，其中一天（依每個村莊而不同）做紅饅頭敬謝神明可是紅饅頭存放時間不長，後來才改成,難忘ㄟ大目降酥脆香 　　新化老街是臺灣保存最完整、最漂亮的街屋，這些洋樓年代久遠，見證新化早年的繁榮，至今已一甲子的泰香餅舖，就在老街裡頭。 　　周逢泰先生是泰香餅舖創辦人，最早是進口西藥商人，由於二次世界大戰藥源中斷，所以找了3位師傅做起糕餅生意。數年後由姪兒周昭安繼承，開啟泰香餅舖成「新化鎮餅」傳奇的一頁。 臥虎藏龍老街裡的傳奇糕餅 　　老闆周昭安說，從「阿祖」年代起，他們就住在中正路上，當時日本人推行街道改正，繁榮的新化街頭陸續蓋起洋樓，家境小康的周阿祖也不例外。他們當時沒想到，時至今日，老街屋會成為新化特色；也沒想到，水果餅會變成新化名產，在媒體推波助瀾下，純樸小鎮颳起了一陣水果餅炫風。 　　如今除了周昭安，弟弟和弟媳也一起幫忙，每到星期假日生意興隆，師傅做到手軟，仍舊敵不過人潮。民國86年一項烘焙展被評為優良糕餅，更是紅翻天，接了不少國外訂單，在國際打開了知名度。 三寶為餡大目降添丁必需品 　　同樣是老闆， 不同於五叔的是：周昭安從小就會做餅！退伍後開始和五叔一同打拚。從前新化人生了兒子，都會在隔年固定某天做紅饅頭謝神，因紅饅頭不耐放，改成「水餅」，這也是最早泰香餅舖賣的餅。後來周昭安開始注重養生，因而改良內餡，口味更清淡，成為今日的水果餅，因含有添丁之意，又稱「丁餅」。 　　店內兩大招牌，一是以糯米粉為外皮，內包甘藷、桔汁、麥芽糖的水果餅，和內抹黑糖、麥芽糖的月子餅。遵古法製、無防腐劑、皮薄餅脆、甜度恰好，早期在新化是珍貴食品，老一輩還暱稱它「香餅」，果然「太香」！也因水果餅餡含新化三寶之一的番薯，被拿來當作「鎮餅」，足見在新化的重要性。 「泰香」太香老鎮巡禮必備的伴手禮 　　如今周昭安已70餘歲，但仍舊身體勇健、說話中氣十足。兒女也已長大，個個品學兼優，因從事教育而無暇回鄉，遑論繼承餅舖。但也許不需擔心這間60年老字號的接續問題，因為已然成為「鎮餅」的泰香餅舖，任誰也奪不走它在新化人心中的地位！下回來到新化老街，請試試古早味水果餅，細細品嚐，彷彿也參與了大目降人新獲麟兒的喜悅，那滋味會隨著你踏上歸程，融化成為你記憶裡的新化鎮。,週一~週日07:30~20:30,新化區,712 臺南市新化區中正路431號,+886-6-5906688,,23.03558,120.30803,,甜點糕餅、伴手好禮,美食,2022-02-02 12:02:25
1071,zh-tw,榮義蜜餞行,「榮義行」商品種類繁多，舉凡傳統的糖果、餅乾、玩具都有賣，商家秉持老店號的道德傳統，以價格公道、品質衛生為營業方針，客戶至上為原則，歡營大家來店參觀。,第一代創辦人陳教本，於民國三十八年在海安路開設玩具糖果蜜餞店，海安路未拓寬之前中間有一排雙向店面，每家店面格局都不大，任何生活民生用品都可以在海安路買到，一天到晚人群摩肩接踵的川流，是台南西區最熱鬧的地方。陳教本先生夫妻兩人齊心努力，終於也闖出了名號，海安路「榮義行」可說是遠近馳名，客戶遍及全台，甚至離島的澎湖地區也向「榮義行」訂貨，生意飛黃騰達。 　　民國六十五年，由第二代陳勝義先生接任，「榮義行」生意繁忙一如往昔。十幾年前，施治明市長推行建設海安路地下街政策，許多商家被迫遷移，工程又一直延宕，帶來的漫天灰塵、交通不便、危險建築等因素，使許多原本在海安路的商家遭受經濟危機，「榮義行」也不能幸免，海安路的繁榮就這樣瓦解了。 直到許添財市長當選，於民國九十一年底將整條海安路全線通車，終於結束了海安路的黑暗時期，商機得以重見光明，「榮義行」也漸漸恢復往日的正常作息。 傳承： 創辦人：陳教本 第一代　陳教本 第二代　陳勝義 特色：「榮義行」商品種類繁多，舉凡傳統的糖果、餅乾、玩具都有賣，商家秉持老店號的道德傳統，以價格公道、品質衛生為營業方針，客戶至上為原則，歡營大家來店參觀。,週一~週日10:00-22:00,中西區,700 臺南市中西區海安路2段29號,+886-6-2269911,,22.99978,120.19884,,飲料冰品、伴手好禮,美食,2021-03-04 12:00:35
1072,zh-tw,克林台包,「克林食品店」是台南人特殊的記憶，它創造過許多其令人回味的商品；三十五年前開始販售的「八寶肉包」也是克林的招牌商品，「八寶肉包」是第一代劉老先生的傑作。起因於每年除夕夜，「頭家嬤」都會做八寶肉丸的料理，可蒸、煮、炒、炸，是用途廣泛的食材，劉老先生將八寶肉丸加以改良，為了適合存放口味做得較重，因為當時冰箱不是普遍的電器。一個包子15元，一天只賣60個，限量供應。,克林食品店創辦人劉錫?先生，於日治時期，曾被徵調到南洋日本憲兵部隊服役，聽說當年整條街區被徵調了一百多個人去，只有十三個人平安歸來。回台灣後曾經營木料生意，因被惡意倒帳而放棄，後被聘往南商學校當實習主任，教育出不少精英服務於金融界。民國四十一年，於現址對面開設克林食品店，做西點麵包兼賣食品雜貨。 　　「食??」，也就是土司，在當時屬於高級營養食品，一整條要四元半，很少人會買整條，多半會買「食??」的人家，是以像寄放牛奶的方式，由店員每天送二至四片切包裝的土司到顧客家。因為這樣的關係，當時協防台灣駐台南的美軍聞風而來，由於有送貨到家的服務，後來甚至食材採買也拜託克林。劉錫?先生因日治時期畢業於商業學校，會一些簡單的英語會話，幫了美軍家庭的大忙，偶而美軍夫人會回送一整袋的小紅蘋果或其他美軍俱樂部福利社的物品，劉家捨不得吃用，反而有客人想買，克林就這樣順理成章的做成了買賣。六○年代以前進出口管制相當嚴格，進口貨物稱為「奢侈品」，因量很少所以只做熟客的生意。 　　民國四十八年於現址重新整修建造，五十一年完工，隔年正式開張起用。劉老先生不僅自己進修西點麵包手藝，為了做出更好吃的土司及蛋糕，還特地請來日本麵包研究所雁瀨大二郎教授蒞臨指導，近一個月的技術提供、研發，終於做出了更適合台灣人口感的土司。當時在台南蔚為風潮，業務繁忙期，甚至採用30幾位員工半夜二點就要輪班開工作業才能應付。之後，劉老先生專心於商品研發，店務則交給夫人及弟弟負責。 　　六○年代中期，稍微開放進口貨物，當時的稅金為百分之二百，而且只開放歐美食品，過幾年後才開放日本食品罐頭。第二代劉宗安先生，於六十四年退伍後馬上接管店務，拓展店面，加強雜貨食品方面的銷售，另外成立克林企業股份有限公司，甚至開辦台南第一家由麵包食品轉型的迷你生鮮超市，全台西點糕餅罐頭公會紛紛組團前來觀摩，可謂是台灣食品業界的前瞻者。 　　八○年代時期，進出口全面開放，克林不再獨佔市場鰲頭，坊間生鮮超市林立，各式的食品原料行也紛紛出現，劉宗安先生依市場分析本能，感覺社會需求的改變，於七十六年再度規劃裝潢店面成今日格局，並大量進口日系商品，為台南第一家日本進口食品原料最多的店，甚至有些特定的西餐食材還是在克林才買得到，老商家有好的信譽，才是客源不斷的原因。 　　三十五年前開始販售的「八寶肉包」也是克林的招牌商品，「八寶肉包」是第一代劉老先生的傑作。起因於每年除夕夜，「頭家嬤」都會做八寶肉丸的料理，可蒸、煮、炒、炸，是用途廣泛的食材，劉老先生將八寶肉丸加以改良，為了適合存放口味做得較重，因為當時冰箱不是普遍的電器。一個包子15元，一天只賣60個，限量供應。 　　前幾年，劉宗安先生為了大力推銷「八寶肉包」為主力產品，於是以原來的配料在口感上稍微做調整後，以伴手禮的方式促銷，並以「克林台包」上市，意即台南口味的包子，果然又造成一波轟動，每日宅配預約的電話響不停。目前研發的新產品松露養生包，可說是台灣第一，所以劉先生稱它為「台灣第一包」。劉先生說，新開發的產品在口味上可調整為適合現代人的需求，但他總會考慮到傳統配料才是文化的源頭，所以克林的任何一種產品都是傳統文化的延續，為了使顧客明白，還特地印製解說，可見其對傳統的執著。 克林八寶肉包：http://062222257.travel-web.com.tw/ 傳承： 創辦人：劉錫? 第一代　劉錫? 第二代　劉宗安 特色： 　　「克林食品店」是台南人特殊的記憶，它創造過許多其令人回味的商品；民國五十三年的南台灣大,週一~週日08:00–21:00,中西區,700 臺南市中西區府前路一段218號,+886-6-2222257,,22.98913,120.20479,,地方小吃、伴手好禮,美食,2022-02-02 12:03:34
1073,zh-tw,振來發囍餅蛋糕,學藝過程完整，歷經永南興、舊永瑞珍兩大傳統餅舖的洗禮，可見證台南傳統糕餅業的變遷過程，又因受廟方委託製作祭品，對宗教科儀有一定程度的熟悉，為文化傳承的重要見證者。此外振來發的肉包及素包也很好吃，因數量有限，多為熟客所購買。,第一代陳秋籐先生，麻豆人，三歲時與家人遷移府城，父親在台南從事木材與木炭配給銷售工作，後來因為戰爭空襲又舉家避居麻豆，十七歲畢業於麻豆專農學校（今麻豆高中），終戰後再回到台南。經由姑姑介紹進入永南興餅舖當學徒，永南興早期為台南最大製餅商家之一，經過三年四個月的學習，由學徒正式晉升為師傅，服務一年餘後再進舊永瑞珍學習漢餅製作，擔任烤餅師傅，這時間正值舊永瑞珍由水仙宮市場搬移至永福路二段現址。兩年後25歲結婚，26歲長子出世，27歲於成功路現址獨立創業至今，已近五十年。 　　目前由第二代陳佑成及媳婦郭碧華負責店務，振來發主要生產傳統糕餅、禮餅、肉包、水晶餃、麵線塔、葫蘆塔、壽桃塔等廟宇祭祀用品，也做西點麵包、蛋糕。早期，鴨母寮市場附近很多家傳統製餅舖，因為原料、人力及工藝傳承集中，到五條港水仙宮一帶可說是台南的餅店區，傳統製餅業相當辛苦，休息時間不固定，時常在半夜裡工作或整夜的趕製，以應付顧客所選定的時辰交貨，後來很多店家因無人繼承而歇業。 　　振來發至今仍為開基武廟、祀典武廟、天壇、開基天后宮、海安宮、三老爺宮、保西宮、縣城隍等古廟的委託製作糕餅，原因，陳先生堅持不願意提前製餅，如果訂單有衝突也寧可推掉不接，惟為如此才能確保產品的鮮度與美味。 　　我們常以為傳統文化會因為時代的進步而漸漸式微，但我們也看見有人為了堅持傳統而執著，相信社會的變遷會依序漸進，也相信傳統行業會以自己的方式呈現。 傳承： 創辦人：陳秋籐 師承：永南興餅舖、舊永瑞珍餅舖 第一代　陳秋籐 第二代　陳佑成 特色： 　　學藝過程完整，歷經永南興、舊永瑞珍兩大傳統餅舖的洗禮，可見證台南傳統糕餅業的變遷過程，又因受廟方委託製作祭品，對宗教科儀有一定程度的熟悉，為文化傳承的重要見證者。此外振來發的肉包及素包也很好吃，因數量有限，多為熟客所購買。,週一~週日08:00–20:30,中西區,700 臺南市中西區民族路三段209號,+886-6-2224874,,22.99951,120.20218,,甜點糕餅、伴手好禮,美食,2021-03-04 12:00:40
1074,zh-tw,雙全紅茶,只賣紅茶，有冷、溫、熱三種，分鹹（甜）、半鹹（半甜）兩種口味，與一般泡沫紅茶的熱沖冷泡不一樣，等紅茶涼了再搖冰塊，口味濃郁，風味絕佳。,第一代創辦人張番薯先生，於日治時期在日人開設的餐館工作，學會使用「雪克杯」調製飲料，戰後，民國三十八年與太太在今中正路131巷的巷口賣紅茶，取名「雙全」。使用的茶葉是魚池鄉特產的仙女牌紅茶，這是日治時期，日本人改良後的茶葉，有特殊的果香味，加入熬煮成焦糖色的糖漿，雪克後，綿密的泡沫以及冰涼的口感，非常適合炎熱的台灣夏天，也因此相當受歡迎。 　　許天旺先生原本在131巷內，總趕宮前榕樹下賣香腸熟肉，與張先生是多年鄰居，民國六十九年，張先生夫婦因年事已高準備退休，打算將紅茶的生意傳授給許天旺，因為他很認同許先生做事按部就班的方式。許先生原本很猶豫，怕身兼兩職忙不過來，後來還是接下來做，成了「雙全」第二任的經營者。後來真的忙不過來，為了保持品質，只能二選一，就這樣成了正牌的「紅茶伯」。 　　「紅茶伯」原本也在巷口擺攤，後來政府規定巷口不能設攤，怕影響交通，「紅茶伯」才在巷內租了店面繼續營業到現在，與顧客長年的交往，很多都成了朋友，甚至有每天報到的，「紅茶伯」戲稱他開的店是「人的加油站」，現在第三代許漢堯先生也開始漸漸接手生意。 傳承： 創辦人：張番薯 第一任　張番薯 第二任　許天旺（第一代） 第三任　許漢堯（第二代 特色： 　　只賣紅茶，有冷、溫、熱三種，分鹹（甜）、半鹹（半甜）兩種口味，與一般泡沫紅茶的熱沖冷泡不一樣，等紅茶涼了再搖冰塊，口味濃郁，風味絕佳。,週一~週六11:00–18:00，週日休息,中西區,700 臺南市中西區中正路131巷2號,+886-6-2288431,,22.99222,120.19971,,飲料冰品,美食,2022-02-02 12:04:00
1075,zh-tw,順天冰棒,南台灣天氣熱，冰品銷售期間長，一般人都認為賣冰是利潤不錯的行業，不過，對於重視品質高於利潤的葉老闆來說，賣冰只是賺工錢，分享才是最開心的。葉先生做的不只是良心事業，也老台南道德文化傳統的延續。,在台南有句話說「第一醫生，第二賣冰」，意思是涼水錢很好賺，但順天冰棒的葉老闆可沒這麼想，因為順天的冰棒是純手工製作的，動員全家，每日也只能生產四、五百支冰棒，有廠商因為看好他的純天然口味，想來洽談批發，被葉先生拒絕了，他不願意因為大量生產改成機器製造，而失了原有的味道，至今櫃台前仍貼著「謝絕批發」的字條，但因應時代潮流，和為了讓更多人分享美味，現在有低溫宅配服務。在台南，像這樣堅守手工藝傳統的老台南人還真不少，這也是台南文化之所以迷人的原因吧！ 　　順天冰棒的開創人葉才先生，年輕時和父親在東門圓環賣冰品、涼水，後來也做過一些小生意，總是不順利。之後，葉才先生自行研發製作冰棒，剛開始是騎著腳踏車在中、西區一帶沿街叫賣，台南夏天很熱，冰品、涼水的生意不錯，葉先生做的冰棒衛生、料多又好吃，漸漸的賣出口碑來，這樣也賣了二十幾年，約二十年前才在開山路延平郡王祠對面的巷內住家設店面，取名「順天冰棒」。 　　目前第二代葉振昌也投入生產行列，冰棒口味多達11種，每枝15元。葉才自豪的說，順天的冰棒完全沒有額外的添加物，以紅豆牛奶冰來說，原料只有頂級紅豆及牛奶、砂糖，沒有額外添加粉類或香料，每一口吃到的都是天然紅豆香味。在沒有RO逆滲透的時代，葉才就堅持用開水，其他業者還有人用地下水；一級白砂糖還未上市時，順天用的糖全都得過篩，以降低雜質，現在也用一級白砂，不使用人工加味糖，就是這樣的堅持，使順天冰棒更好吃。 順天冰棒：http://qk.gokimo.com/gViewpost.php?post_id=5201&amp;pt=1182859610 《地方產業》府城奇冰屹立50年　記者孟慶慈：http://www.libertytimes.com.tw/2005/new/jun/27/today-stock4.htm 順天冰棒：http://jemmy0929.spaces.live.com/Blog/cns!199E777BC8603A13!9441.entry 傳承： 創辦人：葉才 第一代　葉才 第二代　葉振昌 特色： 　　南台灣天氣熱，冰品銷售期間長，一般人都認為賣冰是利潤不錯的行業，不過，對於重視品質高於利潤的葉老闆來說，賣冰只是賺工錢，分享才是最開心的。葉先生做的不只是良心事業，也老台南道德文化傳統的延續。,週一~週日09:00~21:00,中西區,700 臺南市中西區開山路151巷7-1號,+886-6-2135685,,22.98833,120.20851,,飲料冰品,美食,2021-03-04 12:02:27
